"Racasdia, CS", 44°59'38.44"N, 21°37'32.96"E,,
"Rachitova, HD", 45°36'11.61"N, 22°43'59.88"E,,
"Radaia, CJ", 46°48'5.40"N, 23°27'51.48"E,,
"Ragla/Bistrita, CJ (BN)", 47° 2'13.34"N, 24°37'13.66"E,,
"Râmet, AB", 46°19'13.47"N, 23°29'48.12"E,,
"Ramna, CS", 45°26'8.52"N, 21°41'22.56"E,,
"Râpa de sus, MS",,,,
"Rapoltel, HD", 45°52'49.44"N, 23° 3'41.76"E,,
"Rapoltu Mare, HD", 45°52'0.00"N, 23° 4'0.00"E,,
"Râsca, CJ", 46°44'37.32"N,23° 6'28.08"E,,
"Râsca, SM",,,,
"Rasinari, SB", 45°41'60.00"N, 24° 4'0.01"E,,
"Râsnov, BV", 45°35'36.00"N, 25°27'37.00"E,,
"Rasova, GJ", 45° 2'49.92"N, 23°11'0.60"E,,
"Raspighi/Bogsid, AR",,,,
"Rastolt, SJ", 47° 1'48.72"N, 23° 4'37.56"E,,
"Rastu, DJ", 43°53'2.73"N, 23°17'2.40"E,,
"Rasuceni, GR", 44° 5'25.40"N, 25°40'16.15"E,,
"Râu de Mori, HD", 45°30'0.28"N, 22°51'0.24"E,,
"Ravastur, TM",,,,
"Rebrisoara, BN", 47°17'4.18"N, 24°27'0.95"E,,
"Recea Mare, SJ", 47°11'46.37"N, 22°56'45.35"E,,
"Recia, SM", 47°37'57.87"N, 23°30'13.42"E,,
"Reciu/Gârbova, AB", 45°52'1.13"N, 23°40'29.94"E,,
"Remetea-Poganici, CS", 45°30'35.64"N, 21°52'31.08"E,,
"Renghet, HD", 45°57'20.50"N, 23° 8'33.30"E,,
"Resita Româna, CS", 45°17'31.23"N, 21°53'40.88"E,,
"Resita, CS", 45°18'0.23"N, 21°53'25.52"E,,
"Retis/Ceahlau, NT",,,,
"Retisul, SB", 46° 2'34.05"N, 24°51'6.30"E,,
"Ricesti, MS",,,,
"Rîciu-Nima, MS", 46°42'13.48"N, 24°26'36.94"E,,
"Rieni, BH", 46°34'31.04"N, 22°26'49.61"E,,
"Risca, CJ", 46°44'37.32"N, 23° 6'28.08"E,,
"Rodna, BN", 47°25'18.00"N, 24°48'44.00"E,,
"Rogoz, BH", 46°47'25.62"N, 22°10'7.48"E,,
"Rogoz, MM", 47°28'3.00"N, 23°55'55.56"E,,
"Rohia, MM", 47°24'26.62"N, 23°51'15.00"E,,
"Roit, BH", 46°58'54.48"N, 21°42'33.84"E,,
"Românas, CJ (Sj?)", 47° 6'47.88"N, 23°10'54.12"E,,
"Românesti, SV", 47°46'43.32"N, 26° 4'44.76"E,,
"Romos, HD", 45°50'25.46"N, 23°16'35.07"E,,
"Romosel, HD", 45°48'17.44"N, 23°18'58.61"E,,
"Romuli, BN", 47°31'55.23"N, 24°26'46.52"E,,
"Roseti, CL", 44°12'39.44"N, 27°26'50.43"E,,
"Rosia de Secas, HD", 46° 2'32.59"N, 23°50'37.10"E,,
"Rosia Montana, AB", 46°18'25.36"N, 23° 7'47.79"E,,
"Rotopanesti, SV", 47°30'28.56"N, 26°10'58.87"E,,
"Rozavlea, MM", 47°44'26.82"N, 24°12'53.68"E,,
"Rucar, AG", 45°23'15.00"N, 25°10'15.00"E,,
"Ruda, HD", 45°41'52.44"N, 22°44'51.00"E,,
"Rudaria, CS", 44°52'43.57"N, 22° 5'39.32"E,,
"Ruginoasa, CJ (SJ?)", 46°56'0.83"N, 23°16'10.28"E,,
"Runcu Mare, HD", 45°44'35.52"N, 22°38'22.56"E,,
"Runcu, GJ", 45° 7'5.10"N, 23° 8'46.13"E,,
"Runcul Mic, HD", 45°50'13.54"N, 22°43'44.99"E,,
"Rusciori, OT", 44°37'10.77"N, 24°31'23.41"E,,
"Rusii Poieni, SV",,,,
"Rusii-Manastioara, SV", 47°35'8.44"N, 26°23'19.96"E,,
"Rus-Plavar/Rus-Plavalar, SV", 47°34'13.27"N, 26°22'22.18"E,,
"Rus-Poieni, SV", 47°36'52.21"N, 23°40'41.58"E,,
"Rusu Bîrgaului, BN", 47°11'51.36"N, 24°38'21.84"E,,
"Sabolciu, BH", 47° 4'27.84"N, 22° 9'9.36"E,,
"Sacadat, BH", 47° 3'0.46"N, 22° 9'13.90"E,,
"Sacalaseni, MM", 47°34'60.00"N, 23°34'0.00"E,,
"Sacalu de padure, MM",,,,
"Sacalu de Padure, MS", 46°53'6.00"N, 24°42'48.96"E,,
"Sacamas/Sacamus, HD", 45°55'10.56"N, 22°40'24.96"E,,
"Sacaresti/Cucuteni, IS", 47°15'23.76"N, 26°56'17.87"E,,
"Sacel, MM", 47°37'57.25"N, 24°26'25.08"E,,
"Sacele, BV", 45°37'12.00"N, 25°42'35.00"E,,
"Sacuieni (Sacuieu), CJ", 46°49'23.87"N, 22°53'17.53"E,,
"Sadu, SB", 45°40'10.68"N, 24°10'44.93"E,,
"Sageata, BZ", 45° 6'0.72"N, 26°58'58.26"E,,
"Salbociu, BH", 47° 4'27.84"N, 22° 9'9.37"E,,
"Salcuta, CJ",,,,
"Saldabagiu Mic, BH", 46°44'19.31"N, 22° 9'14.88"E,,
"Salicea Hajdate, CJ", 46°40'32.52"N, 23°31'30.00"E,,
"Saliste, SB", 45°47'39.05"N, 23°53'11.01"E,,
"Salistea de Sus, MM", 47°39'0.00"N, 24°21'0.00"E,,
"Salistea Hajdate, CJ", 46°39'3.96"N, 23°35'3.48"E,,
"Salva, BN", 47° 4'3.62"N, 24°22'14.17"E,,
"Salva, CJ",,,,
"Sâmbasag, BH",,,,
"Sâmbata de Sus, BV", 45°45'45.19"N, 24°49'28.86"E,,
"Sâmbateni, AR", 46° 8'27.97"N, 21°31'37.19"E,,
"Sâncel, AB", 46°11'59.73"N, 23°57'11.69"E,,
"Sâncraiu, CJ", 46°49'47.00"N, 22°59'18.00"E,,
"Sânmarghita, CJ", 47° 9'23.40"N, 23°59'40.56"E,,
"Sân-Martin, BH", 47° 0'13.91"N, 21°58'32.36"E,,
"Sânmiclausul Mare, TM",,,,
"Sanovita, TM", 21°58'32.36"E, 21°43'42.24"E,,
"Sant, BN", 21°43'42.24"E, 21°43'42.24"E,,
"Sântandrei, BH", 47° 4'1.40"N, 21°51'6.41"E,,
"Sântandrei, HD", 45°50'44.16"N, 22°58'9.12"E,,
"Sântelnic/Sântelic/Sântelec, BH", 46°57'29.52"N, 22° 3'52.92"E,,
"Sapânta, MM", 47°58'19.20"N, 23°41'49.20"E,,
"Sarafola/Saravale, TM", 46° 4'13.00"N, 20°44'14.00"E,,
"Sarasau, MM",47°57'32.31"N, 23°48'54.15"E,,
"Sârbi, BC", 46°13'41.70"N, 27°19'54.74"E,,
"Sârbi, HD", 45°57'40.00"N, 22°42'19.00"E,,
"Sârbi, MM", 47°35'36.73"N, 47°35'36.73"N,,
"Sârbova, TM", 45°42'0.36"N, 21°33'45.00"E,,
"Sasca Montana, CS", 44°53'13.20"N, 21°42'33.48"E,,
"Sasca, CS", 44°54'8.00"N, 21°43'21.86"E,,
"Sasciori, AB", 45°49'22.99"N, 23°33'32.94"E,,
"Sascut, BC", 46°12'25.37"N, 27° 6'3.30"E,,
"Sasi, SB",,,,
"Sasnires, ?",,,,
"Satu Mic, TM", 45°38'26.69"N, 21°53'50.90"E,,
"Satul Mare, SV", 47°49'53.04"N, 26° 0'8.64"E,,
"Savârsin/Savârsia, AR", 46° 1'0.01"N, 22°14'0.01"E,,
"Savinesti, NT", 46°51'36.68"N, 26°28'7.07"E,,
"Scânteia, IL", 44°44'19.70"N, 27°28'10.88"E,,
"Schei, BV",,,,
"Scheia, SV",47°38'60.00"N, 26°12'59.99"E,,
"Schiopi, CJ",,,,
"Scorei, SB", 45°45'36.72"N, 24°31'51.96"E,,
"Scornicesti, OT", 44°34'12.00"N, 24°33'0.00"E,,
"Scorteni, BC", 46°33'2.75"N, 26°39'38.65"E,,
"Seaca, TL", 43°44'60.00"N, 25° 4'0.00"E,,
"Sebis, BH", 46°37'9.00"N, 22°25'56.42"E,,
"Secatura, BH", 47° 3'0.00"N, 22°40'60.00"E,,
"Seceani, TM", 45°58'37.56"N, 21°19'2.64"E,,
"Secu/Buhalnita, NT", 46°58'18.93"N, 26° 2'17.40"E, 47° 1'8.88"N, 26° 5'20.99"E
"Segarcea, DJ", 44° 5'40.40"N, 23°44'35.33"E,,
"Seghiste, BH", 46°32'19.33"N, 22°29'23.66"E,,
"Seheia, SV", 47°39'0.86"N, 26°13'4.69"E,,
"Seica Mare, SB", 45°53'23.54"N, 24°28'44.03"E,,
"Seimenii Mari, CT", 44°21'7.03"N, 28° 6'0.34"E,,
"Sendroaia, BN ", 47°26'24.81"N, 24°10'42.86"E,,
"Serbauti, SV", 47°49'31.61"N, 26° 8'25.71"E,,
"Seredei, SJ", 47° 6'36.72"N, 22°57'6.14"E,,
"Sf. Ilie, SV", 47°38'7.97"N, 26°12'34.48"E,,
"Sf. Onofrei, Bcv",,,,
"Sfaras, SJ", 46°54'5.87"N, 23° 5'51.55"E,,
"Sibiel, SB", 45°45'53.58"N, 23°54'23.83"E,,
"Sieu, MM", 47°43'21.06"N, 24°12'53.20"E,,
"Sighet, MM", 47°55'29.79"N, 23°53'19.23"E,,
"Sighisoara, MS", 46°13'0.99"N, 24°47'28.01"E,,
"Sighistel, BH", 45°30'0.01"N, 27° 7'0.00"E,,
"Sihlea, VR", 45°30'0.01"N, 27° 6'60.00"E,,
"Sinautii de Jos, Bcv", 48° 0'24.00"N, 26° 7'46.00"E,,
"Sînnicolau Mare, TM", 46° 4'20.07"N, 20°37'46.08"E,,
"Sînnicolaul Român, BH", 46°57'43.46"N, 21°42'59.59"E,,
"Sîntana, AR", 46°21'6.22"N, 21°29'59.43"E,,
"Sintereag, BN", 47°10'60.00"N, 24°18'0.00"E,,
"Sipoteni, BC",,,,
"Siret, SV", 47°57'11.00"N, 26° 4'21.00"E,,
"Siria, AR", 46°16'0.00"N, 21°37'60.00"E,,
"Sistarovat, AR", 46° 0'39.97"N, 21°44'23.74"E,,
"Sita, BN", 47°18'57.14"N, 24°11'0.42"E,,
"Sititelec, BH", 46°52'36.12"N, 21°54'7.92"E,,
"Slatina, CS", 45°15'33.91"N, 22°16'56.00"E,,
"Slatina/Nucsoara, AG", 45°21'26.28"N, 24°48'12.96"E,,
"Slatioara, MM", 47°45'6.84"N, 24° 5'23.28"E,,
"Smârdan, BZ", 44°52'41.86"N, 26°50'23.87"E,,
"Socolul de Câmpie, MS", 46°47'29.04"N, 24°30'56.88"E,,
"Sohodol, AB", 46°19'29.79"N, 23° 0'14.70"E,,
"Soimeni, CJ", 46°57'30.60"N, 23°32'0.22"E,,
"Soimi, BH", 46°38'11.12"N, 22° 8'29.06"E,,
"Solca, SV", 47°42'9.00"N, 25°49'54.00"E,,
"Solonet, SV", 47°38'57.44"N, 25°54'12.44"E,,
"Someseni, CJ", 46°46'59.99"N, 23°40'59.95"E,,
"Somesul Rece, CJ", 46°43'57.64"N, 23°21'55.88"E,,
"Somova, TL", 45°10'59.65"N, 28°39'52.89"E,,
"Sopotu Vechi, CS", 44°51'37.23"N, 22° 0'14.56"E,,
"Sovasau, MM",,,,
"Soveja, VN", 46° 0'0.01"N, 26°38'59.99"E,,
"Spermezeu, BN", 47°17'60.00"N, 24° 8'60.00"E,,
"Spulber, VN", 45°45'0.29"N, 26°44'56.50"E,,
"Srardot (Sederhat?), AR", 46°12'50.40"N, 21° 9'24.84"E,,
"Stânca Rosii, Bcv",,,,
"Stanca/Stancuta, BR",,,,
"Stâncesti, HD", 45°52'43.53"N, 22°38'52.21"E,,
"Stâncesti-Ohaba, HD", 45°52'36.84"N, 22°40'22.46"E,,
"Stancuta, BR", 44°54'0.00"N, 27°49'60.00"E,,
"Stanestii de Jos, Bcv", 48°17'50.94"N, 25°33'13.46"E,,
"Stanija, HD", 46°10'23.88"N, 22°59'4.92"E,,
"Star-Chiojd/Starchiojd, PH", 45°19'22.08"N, 26°11'17.15"E,,
"Stefanesti, VL", 44°37'3.65"N, 24°13'4.81"E,,
"Stei, HD", 45°34'45.80"N, 22°44'1.21"E,,
"Storojinet, Bcv", 48° 9'50.63"N, 25°43'51.43"E,,
"Straja, BC", 46°26'34.08"N, 26°21'19.44"E,,
"Straja, CJ", 46°48'26.28"N, 23°17'42.72"E,,
"Straja, SV", 47°55'11.99"N, 25°32'59.99"E,,
"Straja/Streja, SB",,,,
"Strei, HD", 45°42'57.00"N, 22°59'36.00"E,,
"Streiut, AB",,,,
"Stremt, AB", 46°15'30.57"N, 23°35'57.00"E,,
"Stroiesti, SV", 47°36'59.99"N, 26° 7'59.96"E,,
"Stulpicani, SV", 47°28'0.46"N, 25°46'1.71"E,,
"Stupca, SV", 47°33'57.67"N, 26° 8'8.44"E,,
"Suceagu, CJ", 46°47'3.48"N, 23°27'54.36"E,,
"Suceava, SV", 47°39'5.00"N, 26°15'20.00"E,,
"Suceveni, Bcv", 48° 3'47.95"N, 25°54'54.94"E,,
"Sucevita, SV", 47°46'45.78"N, 25°42'53.16"E,,
"Suciu de Sus, MM", 47°25'60.00"N, 24° 1'60.00"E,,
"Sugatag, MM", 47°47'55.71"N, 23°54'48.56"E,,
"Suica, OT", 44°37'7.32"N, 24°34'9.84"E,,
"Suletea, VS", 46°17'11.05"N, 27°54'49.84"E,,
"Suplai, BN", 47°26'17.52"N, 24°15'26.64"E,,
"Supurul de sus, SM", 47°25'25.13"N, 22°50'21.52"E,,
"Surdesti, MM", 47°36'22.00"N, 23°45'44.00"E,,
"Susca, CS", 44°47'4.20"N, 21°31'52.68"E,,
"Sustiu, BH", 46°30'1.08"N,22°27'28.44"E,,
"Sutesti, BR", 45°13'37.31"N, 27°26'22.94"E,,
"Tagadau, AR", 46°30'32.00"N, 22° 0'14.62"E,,
"Talmacel, SB", 45°38'49.56"N, 24°14'33.72"E,,
"Tamaia, SM", 47°35'36.60"N, 23°21'48.24"E,,
"Tamasesti, HD", 45°58'6.61"N, 22°27'53.43"E,,
"Tâmpa, HD", 45°49'14.88"N, 23° 0'37.45"E,,
"Tântari, BV",,,,
"Târgoviste, DB", 44°55'27.11"N, 25°27'24.09"E,,
"Târgu Ocna, BC", 46°16'48.08"N, 26°37'11.83"E,,
"Târlisua/Târlitua, BN", 47°22'45.07"N, 24°10'29.49"E,,
"Târna Mare, SM", 48° 5'29.55"N, 23°11'45.47"E,,
"Târnava Mare, SB", 46°10'35.16"N, 24°23'20.81"E,,
"Tarnita, HD", 46°10'41.02"N, 23° 3'16.74"E,,
"Târnova, CS", 45°20'20.68"N, 22° 0'0.03"E,,
"Târsolt, SM", 47°57'0.00"N, 23°20'60.00"E,,
"Tartaria, AB", 45°53'47.36"N, 23°24'24.38"E,,
"Tasad, BH", 46°56'15.37"N, 22° 7'30.86"E,,
"Tatarasti, HD", 45°56'40.13"N, 22°30'38.15"E,,
"Tatarus, HD",,,,
"Tatarusi, IS", 47°20'60.00"N, 26°34'60.00"E,,
"Tauni/Valea Lunga, AB", 46° 9'2.52"N, 24° 7'53.76"E,,
"Taure, BN", 47°12'23.04"N, 24°19'17.76"E,,
"Tautii de jos, MM",,,,
"Tautu Ampoiului, AB", 46° 5'48.42"N, 23°28'0.58"E,,
"Tebea, HD", 46° 9'56.22"N, 22°43'41.87"E,,
"Techereu, HD", 46° 5'32.77"N, 23° 4'8.80"E,,
"Teius, OT", 44°38'8.16"N, 24°31'30.00"E,,
"Telciu, BN", 47°25'59.98"N, 24°23'59.96"E,,
"Teleac, BH", 46°39'41.40"N, 22°25'49.80"E,,
"Teleajeni, PH", 44°49'16.08"N, 26°13'21.63"E,,
"Teodoresti, SV",,,,
"Tereblecea, Bcv", 48° 1'27.00"N, 26° 3'40.00"E,,
"Teregova, CS", 45° 9'0.01"N, 22°17'0.03"E,,
"Tescani, BC", 46°30'31.68"N, 26°39'28.80"E,,
"Ticvaniu Mare, CS", 45° 8'25.80"N, 21°38'27.96"E,,
"Ticvaniu Mic, CS", 45° 6'56.93"N, 21°39'5.74"E,,
"Tigvanul Mare, TM",,,,
"Timisoara, TM", 45°45'35.00"N, 21°13'48.00"E,,
"Tinosu, PH", 44°49'0.00"N, 26° 1'0.00"E,,
"Tisauti/Tisauti, SV", 47°37'28.92"N, 26°18'41.76"E,,
"Titesti, VL", 45°25'9.31"N, 24°23'27.95"E,,
"Toboliu, BH", 47° 2'29.43"N, 21°43'13.72"E,,
"Toc, AR", 46° 0'23.03"N, 22°19'9.70"E,,
"Toldal, MS", 46°42'18.36"N, 24°34'53.40"E,,
"Tolvadia (Livezile), TM", 45°23'10.50"N, 21° 2'6.10"E,,
"Tomesti, TM", 45°46'58.74"N, 22°18'37.12"E,,
"Topa de Cris, BH", 47° 0'7.56"N, 22°32'0.24"E,,
"Topa, CJ", 46°56'10.32"N, 23°23'13.92"E,,
"Toplita, HD", 45°41'13.12"N, 22°47'16.44"E,,
"Toplita, MS", 46°55'25.00"N, 25°20'45.00"E,,
"Totia, HD", 45°48'42.89"N, 23° 3'3.35"E,,
"Totoi, AB", 46° 6'53.64"N, 23°39'27.36"E,,
"Traian, BR", 45°11'9.80"N, 27°43'55.20"E,,
"Traias, AR",,,,
"Traisteni, PH", 45°20'18.96"N, 25°43'39.72"E,,
"Tranis, CJ", 46°51'26.02"N, 22°50'9.11"E,,
"Trestia, HD", 46° 1'26.04"N, 22°56'0.96"E,,
"Tritul de jos, CJ",,,,
"Tudora, BT", 47°30'60.00"N, 26°37'60.00"E,,
"Tulca, BH", 46°46'60.00"N, 21°46'60.00"E,,
"Tulnici, VN", 45°55'11.06"N, 26°40'16.80"E,,
"Tunari, IF", 44°32'49.92"N, 26° 8'28.68"E,,
"Turbancea, GJ",,,,
"Turburea, GJ", 44°43'0.00"N, 23°31'0.00"E,,
"Turda, CJ", 46°33'52.83"N, 23°47'49.58"E,,
"Turdas, HD", 45°51'11.80"N, 23° 7'22.15"E,,
"Turea, CJ", 46°51'3.96"N, 23°21'12.24"E,,
"Turnu Magurele, TL", 43°45'6.00"N, 24°52'15.00"E,,
"Turt, SM", 47°58'60.00"N, 23°13'0.00"E,,
"Tusinu, MS", 46°43'59.88"N, 24°13'39.36"E,,
"Uidesti, SV", 47°34'0.01"N, 26°25'0.01"E,,
"Ungureni, CJ",,,,
"Uric, HD", 45°27'48.18"N, 23° 5'1.94"E,,
"Urisiu de Sus, MS", 46°42'22.32"N, 24°54'39.96"E,,
"Ursad, BH", 46°40'53.76"N, 22° 5'30.84"E,,
"Urvis, BH", 46°41'35.68"N, 22° 9'42.35"E,,
"Vaca, HD",,,,
"Vadastrita, OT", 43°51'0.00"N, 24°19'60.00"E,,
"Vadu Izei, MM", 47°53'22.90"N, 23°55'51.95"E,,
"Vaidei, HD", 45°52'2.28"N, 23°18'2.86"E,,
"Valcani, TM", 46° 0'13.65"N, 20°24'5.12"E,,
"Vâlcele, CJ", 46°41'50.29"N, 23°39'28.34"E,,
"Valea Arinilor, BC", 46°29'56.04"N, 26°30'41.04"E,,
"Valea Bradului, HD", 46° 9'5.04"N, 22°49'43.68"E,,
"Valea Crisului, BH", 46°57'3.60"N, 22°38'37.32"E,,
"Valea de Jos, BH", 46°34'19.56"N, 22°29'10.68"E,,
"Valea Draganului, CJ", 46°53'49.94"N, 22°49'45.75"E,,
"Valea lui Ion, BC", 46°41'33.00"N, 26°39'12.60"E,,
"Valea Lupului, HD", 45°28'18.12"N, 23° 7'34.68"E,,
"Valea Mare, BC", 46°43'26.76"N, 27° 7'8.40"E,,
"Valea Nucarilor, TL", 45° 2'33.02"N, 28°56'23.64"E,,
"Valea Poienii, HD", 46° 4'10.56"N, 22°38'19.32"E,,
"Valea Popii, AG", 44°51'49.35"N, 25° 5'1.26"E,,
"Valea Putnei, SV", 47°29'6.36"N, 25°22'28.20"E,,
"Valea Seaca, SV", 47°17'27.59"N, 26°39'56.79"E,,
"Valea Teancului, BZ", 45°12'9.89"N, 26°42'14.57"E,,
"Valeni, HD", 45°59'0.78"N, 23°13'12.06"E,,
"Valeni, MM", 47°47'7.34"N, 24° 1'8.11"E,,
"Valisoara, HD", 46° 2'60.00"N, 22°49'59.88"E,,
"Vama, SV", 47°33'38.31"N, 25°41'16.79"E,,
"Varadia, CS", 45° 4'54.12"N, 21°32'32.43"E,,
"Vârciorog, BH", 46°58'15.73"N, 22°16'44.29"E,,
"Vârciorova, CS", 45°30'56.17"N, 21°53'42.89"E,,
"Vascau, BH", 46°28'47.00"N, 22°28'47.00"E,,
"Vascau-Seliste, BH",,,,
"Vasiesti, BC",,,,
"Vatra Boianului, Bcv",,,,
"Vatra Dornei, SV", 47°20'46.01"N, 25°21'34.00"E,,
"Vatra Moldovitei, SV", 47°39'9.00"N, 25°34'23.16"E,,
"Versesti, BC", 46°26'44.87"N, 26°41'42.68"E,,
"Vetel, HD", 45°54'4.91"N, 22°48'4.25"E,,
"Vicovul de Jos, SV", 47°54'0.48"N, 25°43'59.00"E,,
"Vicovul de Sus, SV", 46°31'45.40"N, 26°33'38.09"E,,
"Victoria, BR", 44°48'18.43"N, 27°36'55.67"E,,
"Vidra de mijloc, AB",,,,
"Vidra de sus, AB", 46°22'0.95"N, 22°53'2.06"E,,
"Vinerea, AB", 45°53'9.96"N, 23°21'10.81"E,,
"Vinetere, BH",,,,
"Vingard, AB", 46° 0'55.00"N, 23°44'26.00"E,,
"Vintileasca Neculele, VR", 45°37'40.44"N, 26°42'43.20"E,,
"Vintileasca, VR", 45°37'2.66"N, 26°41'55.16"E,,
"Vintul de Jos, AB", 46° 1'33.20"N, 23°27'28.55"E,,
"Visag, TM", 45°59'16.36"N, 22°31'57.81"E,,
"Visca, HD", 47° 1'56.34"N, 23°40'47.42"E,,
"Viseu de Mijloc, MM", 47°43'19.86"N, 24°22'43.79"E,,
"Viseul de jos, MM", 46° 1'6.72"N, 24°39'34.54"E,,
"Vistea de jos, BH",,,,
"Vistea de Jos, BV", 45°42'27.69"N, 24°45'18.86"E,,
"Vistisoara, BV", 47°18'31.34"N, 27°10'9.83"E,,
"Vladeni, IS", 47°24'59.55"N, 27°20'0.08"E,,
"Vladimiresti, GL",,,,
"Voicesti, VL", 44°36'46.59"N, 24°17'26.91"E,,
"Voiniceni, MS", 46°36'49.32"N, 24°31'30.00"E,,
"Voiteni, TM", 45°28'32.60"N, 21°13'25.54"E,,
"Voitinel, SV", 47°52'58.94"N, 25°45'54.61"E,,
"Voivozi, BH", 47°12'56.17"N, 22°23'24.77"E,,
"Volaca, Bcv",,,,
"Volcinet, Bcv", 48° 0'18.01"N, 25°56'13.00"E,,
"Voloca, Bcv", 48°10'19.14"N, 25°55'51.22"E,,
"Volovat, SV", 47°48'58.28"N, 25°53'59.79"E,,
"Voronet, SV",47°31'1.46"N, 25°51'51.00"E,,
"Vrisiu de sus, MS",,,,
"Vulturesti, AG", 45° 3'59.66"N, 25° 5'3.31"E,,
"Vurpar, SB", 45°53'48.00"N, 24°20'36.00"E,,
"Zabala, CV", 45°53'15.73"N, 26°11'23.24"E,,
"Zagon, CV", 45°46'0.61"N, 26° 6'59.32"E,,
"Zagra, BN", 47°24'8.26"N, 24°15'56.46"E,,
"Zaharesti, SV", 47°35'27.59"N, 26° 9'8.25"E,,
"Zam, HD", 46° 0'3.10"N,22°26'36.78"E,,
"Zaplazi, BZ", 45°24'9.95"N, 26°58'25.76"E,,
"Zavoieni, BH",,,,
"Zboghitesti, AG", 45°19'55.92"N, 24°48'24.11"E,,
"Zervesti, CS", 45°24'24.48"N, 22°17'32.64"E,,
"Zlasti, HD", 45°44'50.75"N, 22°53'11.72"E,,
"Zlatarei, VL", 44°37'50.16"N, 24°15'28.44"E,,
"Zlatna, AB", 46° 7'58.30"N, 23°11'42.36"E,,
"Zorlentu Mare, CS", 45°27'22.07"N, 21°57'27.29"E,,
